,x_pixel,y_pixel,nucleus_type,cell_type
C_450,103.83771499999966,1266.947343,BNST,Ambiguous
C_451,105.9049269999996,1340.314429,BNST,Inhibitory
C_452,106.13691999999992,1320.3280219,BNST,Inhibitory
C_453,107.7837969999996,1277.8846328,BNST,Inhibitory
C_454,108.88869999999996,1384.148245,ACA,OD Mature 2
C_455,109.7348009999996,1405.6869720999998,ACA,OD Mature 1
C_456,122.5553119999995,1224.2440853,BNST,Ambiguous
C_457,122.50695700000006,1338.2589338,BNST,Endothelial 3
C_458,123.82021899999972,1351.6876988,BNST,Astrocyte
C_459,124.94727999999986,1263.8160514,BNST,Inhibitory
C_460,126.95971699999971,1375.6143412,BNST,Endothelial 2
C_461,128.59413799999993,1312.1826866,BNST,Inhibitory
C_462,131.56291999999985,1228.9312407,BNST,Inhibitory
C_463,127.7942479999997,1301.9071474000002,BNST,Inhibitory
C_464,131.4139479999999,1252.9486753,BNST,Inhibitory
C_465,136.21510799999987,1372.945902,BNST,Endothelial 3
C_466,141.43169099999974,1339.0043457,BNST,Inhibitory
C_467,147.69020499999988,1298.7519037,BNST,Astrocyte
C_468,148.9405439999996,1245.5980114,BNST,Inhibitory
C_469,148.46577799999974,1320.0600213,BNST,Inhibitory
C_470,151.63618899999986,1369.9070191,1_unsure,Astrocyte
C_471,154.5701389999999,1237.2933644000002,BNST,Inhibitory
C_472,156.6262869999996,1247.878706,BNST,Inhibitory
C_473,161.8769269999998,1327.8093838,BNST,Astrocyte
C_474,164.3422759999994,1400.406851,ACA,OD Mature 2
C_475,168.95728999999986,1246.6158858,BNST,Inhibitory
C_476,171.27107799999976,1357.7666758,1_unsure,OD Mature 2
C_477,176.47922999999992,1282.8702333,BNST,Inhibitory
C_478,181.02382199999963,1358.0211889,1_unsure,OD Mature 2
C_479,183.67500199999995,1313.9361877,BNST,Inhibitory
C_480,186.2435019999998,1337.3494828,BNST,Inhibitory
C_481,189.1671359999996,1265.3551783,BNST,Inhibitory
C_482,197.65483499999985,1271.3256693,BNST,Endothelial 3
C_483,197.7578439999997,1243.8424367,BNST,Ambiguous
C_484,210.30629199999973,1264.3739166,BNST,Endothelial 1
C_485,210.67720899999995,1257.4840413,BNST,Astrocyte
C_486,208.576364,1318.1049774,BNST,Ambiguous
C_487,58.16348900000003,1336.3365059,1_unsure,Inhibitory
C_488,69.77473099999952,1248.7926725,1_unsure,Inhibitory
C_489,80.7996479999997,1316.7254975,BNST,Microglia
C_490,86.12026999999989,1362.8372856,1_unsure,Inhibitory
C_491,131.66769699999986,1391.1695634000002,ACA,OD Mature 2
C_492,133.79954699999962,1360.3859037,BNST,Inhibitory
C_493,33.80236799999966,1409.2087669000002,ACA,OD Mature 2
C_494,97.766936,1328.0030135,BNST,Inhibitory
C_495,111.22031399999968,1356.293607,BNST,Inhibitory
C_496,135.4033529999997,1341.6398839,BNST,OD Mature 2
C_497,161.4851559999997,1367.3615420999995,1_unsure,Astrocyte
C_498,173.0715459999997,1228.3330678,BNST,Inhibitory
C_499,206.8296629999996,1352.5784812000002,ACA,OD Mature 2
C_500,191.481863,1304.020142,BNST,Inhibitory
C_501,191.128264,1295.9244162,BNST,Inhibitory
C_502,36.792304999999935,1258.0604597,1_unsure,Inhibitory
C_503,48.4487339999996,1312.9839682,1_unsure,Inhibitory
C_504,101.18702099999972,1238.0255869,BNST,Ependymal
C_505,101.27427899999977,1230.7932005,BNST,Inhibitory
C_506,136.42417199999954,1238.8056523,BNST,OD Mature 2
C_507,143.29468399999996,1242.1406436,BNST,Ambiguous
C_508,32.73408399999971,1577.0992927999998,1_unsure,Inhibitory
C_509,36.227073999999455,1469.8294582,ACA,OD Mature 2
C_510,44.35310299999946,1581.9512589,1_unsure,Inhibitory
C_511,41.13738299999977,1488.603161,ACA,OD Mature 1
C_512,43.421011999999344,1468.8074937,ACA,OD Mature 2
C_513,43.210016,1572.3669774999996,1_unsure,Inhibitory
C_514,47.45944399999962,1544.5952425,ACA,OD Mature 1
C_515,52.996942999999646,1557.1450355,ACA,OD Mature 2
C_516,53.5939800000001,1445.7549531,ACA,OD Mature 1
C_517,64.02568599999995,1559.0117312999998,ACA,OD Mature 1
C_518,73.5224800000001,1565.1947482,ACA,OD Mature 2
C_519,72.68391899999959,1590.7600799000002,1_unsure,Astrocyte
C_520,75.97768199999973,1489.80711,ACA,Ambiguous
C_521,80.80250099999968,1516.7559150999998,ACA,OD Mature 4
C_522,83.53314599999976,1530.142143,ACA,OD Mature 1
C_523,88.85396699999956,1536.7921866,ACA,OD Mature 2
C_524,88.5899129999998,1452.236676,ACA,OD Mature 1
C_525,91.99427099999956,1480.5072349000002,ACA,OD Mature 2
C_526,95.4140769999999,1543.6912562,ACA,OD Mature 2
C_527,99.01683599999978,1599.8169480999998,ACA,OD Mature 2
C_528,104.75141899999971,1610.9196522000002,1_unsure,OD Mature 2
C_529,108.16436799999973,1529.9322287999998,ACA,OD Mature 2
C_530,114.97317899999962,1552.9223879,ACA,OD Mature 2
C_531,117.92118200000004,1467.8755347,ACA,OD Mature 2
C_532,118.5849039999998,1523.1900807,ACA,OD Mature 2
C_533,129.40334299999995,1499.9116975,ACA,OD Mature 1
C_534,132.0082339999999,1523.8299063,ACA,OD Mature 2
C_535,131.98479899999984,1599.0665003,ACA,OD Mature 4
C_536,136.69389999999976,1425.8000679000002,ACA,OD Mature 1
C_537,141.2338729999997,1603.8111336,ACA,Microglia
C_538,149.48558599999978,1574.7196696,ACA,Microglia
C_539,150.22521400000005,1608.2194792,ACA,OD Mature 2
C_540,157.12091299999975,1539.4394989,ACA,OD Immature 1
C_541,162.60542799999942,1468.2209518999996,ACA,OD Mature 1
C_542,167.01364999999987,1544.0899347000002,ACA,Ambiguous
C_543,170.63426799999982,1448.6690846,ACA,OD Mature 2
C_544,171.45759199999975,1523.0854788,ACA,OD Mature 2
C_545,183.3548899999996,1524.4554259,ACA,OD Mature 2
C_546,189.1467439999997,1540.0164726,ACA,OD Mature 2
C_547,188.83397999999988,1565.3755230000002,ACA,OD Mature 1
C_548,193.3948099999997,1609.3088589,ACA,OD Mature 1
C_549,206.6152289999996,1468.7702988,ACA,OD Mature 1
C_550,207.17615699999988,1491.7001195,ACA,OD Mature 2
C_551,38.888861999999335,1459.4211963,ACA,OD Mature 2
C_552,94.86628099999962,1583.1562121,ACA,OD Immature 1
C_553,111.4920089999996,1447.8355013,ACA,OD Mature 1
C_554,122.86603599999992,1552.7852074999998,ACA,OD Mature 2
C_555,130.45156399999996,1552.5007878,ACA,OD Mature 2
C_556,167.57728199999974,1428.5108605,ACA,OD Mature 1
C_557,190.7232399999998,1457.6776777,ACA,OD Mature 1
C_558,193.7815859999996,1584.4065655,ACA,OD Mature 1
C_559,197.4001879999996,1506.4835758,ACA,OD Mature 2
C_560,209.39582699999983,1571.4414539000002,ACA,Inhibitory
C_561,25.79345099999956,1538.9841356,ACA,OD Mature 2
C_562,71.73637999999983,1568.7741031,ACA,OD Mature 2
C_563,105.93511599999964,1546.2814829,ACA,OD Mature 1
C_564,122.01252599999953,1475.908608,ACA,OD Mature 2
C_565,137.20265399999968,1483.7061318,ACA,Ambiguous
C_566,191.23316399999973,1527.1537813,ACA,OD Mature 1
C_567,30.54614399999945,1786.7868702,1_unsure,Ambiguous
C_568,29.913444999999687,1682.2656091,1_unsure,Endothelial 1
C_569,31.73047999999972,1702.0226035,1_unsure,Inhibitory
C_570,34.892573000000084,1643.4460807,1_unsure,Inhibitory
C_571,33.289650999999594,1661.5933470999998,1_unsure,Inhibitory
C_572,36.83057399999962,1775.8788717000002,1_unsure,Inhibitory
C_573,42.75392299999976,1767.3273136,1_unsure,Inhibitory
C_574,49.31602999999996,1683.3004102000002,1_unsure,Astrocyte
C_575,51.43706799999973,1650.0207093,1_unsure,Inhibitory
C_576,51.01836299999968,1810.2072124,1_unsure,Inhibitory
C_577,63.22240299999976,1775.3681952,1_unsure,Inhibitory
C_578,63.59804499999972,1724.1894020999998,1_unsure,Inhibitory
C_579,62.629437999999936,1660.8684159999998,1_unsure,Inhibitory
C_580,64.48215999999957,1762.6312796,1_unsure,Inhibitory
C_581,65.68494800000008,1678.7328745999996,1_unsure,Inhibitory
C_582,63.006817999999846,1794.7042640999998,1_unsure,Inhibitory
C_583,67.28330899999992,1632.1301056,1_unsure,Pericytes
C_584,67.81808499999943,1800.3604513,1_unsure,Astrocyte
C_585,74.43094999999994,1630.6530709,1_unsure,Pericytes
C_586,71.59381499999972,1693.0711889000002,1_unsure,Inhibitory
C_587,76.84785599999988,1679.1487552999995,1_unsure,Inhibitory
C_588,85.61775499999976,1756.3757288,BNST,Astrocyte
C_589,84.21301699999958,1799.7123689,BNST,Excitatory
C_590,96.50816399999984,1755.1318996999996,BNST,Endothelial 1
C_591,105.36248099999966,1690.9480282999998,BNST,Inhibitory
C_592,106.55751400000008,1748.1831840999998,BNST,OD Mature 2
C_593,108.32113299999943,1789.7661712,BNST,Inhibitory
C_594,112.46305399999984,1798.8913763,BNST,Inhibitory
C_595,114.4460529999997,1688.2027811,BNST,Inhibitory
C_596,123.42282799999975,1780.6975172000002,BNST,Inhibitory
C_597,125.83540199999968,1713.2813637999998,BNST,Inhibitory
C_598,133.89474599999951,1729.8826169,BNST,Excitatory
C_599,135.87941299999966,1806.5273635,BNST,Inhibitory
C_600,135.6163939999997,1690.3893357000004,BNST,Inhibitory
C_601,142.3575439999995,1676.3276615,BNST,Astrocyte
C_602,146.1255699999997,1732.0008505999997,BNST,Ambiguous
C_603,154.7539709999996,1622.8341087999993,ACA,OD Mature 2
C_604,157.45284399999946,1761.381477,BNST,Excitatory
C_605,164.75978199999963,1664.5949492,BNST,Microglia
C_606,167.83471999999983,1779.1009099,BNST,Microglia
C_607,169.85731799999985,1689.8593930000004,BNST,Ambiguous
C_608,170.06862399999957,1623.8592129,ACA,OD Mature 1
C_609,170.08219099999997,1805.1517493,BNST,Excitatory
C_610,187.7414879999997,1751.2952601000004,BNST,Endothelial 3
C_611,190.56148899999968,1717.1625063,BNST,Inhibitory
C_612,204.68125999999936,1793.7226092,BNST,Excitatory
C_613,208.7907339999997,1650.0945152999998,ACA,Astrocyte
C_614,212.1479609999997,1784.2998166999998,BNST,Astrocyte
C_615,35.466973000000046,1746.0412362000004,1_unsure,Excitatory
C_616,45.96715399999994,1675.9650732,1_unsure,Microglia
C_617,96.69144899999948,1632.7078413,1_unsure,Astrocyte
C_618,117.73873699999967,1773.9858012000002,BNST,Astrocyte
C_619,123.92502099999956,1753.0217714000005,BNST,Excitatory
C_620,150.32009199999948,1633.7117174999996,ACA,OD Mature 2
C_621,160.89157099999966,1638.9679235,ACA,OD Mature 2
C_622,164.63981099999955,1797.8989040999998,BNST,Inhibitory
C_623,195.8408309999996,1631.8734052999996,ACA,OD Mature 4
C_624,106.57164399999964,1694.1867478,BNST,Astrocyte
C_625,187.58554099999992,1790.1763634,BNST,Excitatory
C_626,167.57810999999947,1761.3721044,BNST,Inhibitory
C_627,178.94659699999966,1757.0849773999996,BNST,Inhibitory
C_628,213.5766809999996,1638.9097498,ACA,OD Mature 2
C_629,228.1155609999996,1761.5378272,BNST,Excitatory
C_630,229.6076259999996,1698.1656172000005,BNST,Microglia
C_631,231.01931799999969,1677.9255643,ACA,OD Mature 1
C_632,233.47338999999965,1807.012125,BNST,Excitatory
C_633,235.0349589999996,1753.3672362,BNST,Ambiguous
C_634,235.5566789999998,1636.4234545999998,ACA,OD Mature 2
C_635,236.5690289999997,1784.7555398999998,BNST,Inhibitory
C_636,245.3097169999996,1681.2468048,ACA,OD Mature 1
C_637,253.7503499999998,1756.9717397,BNST,OD Mature 2
C_638,252.538505,1785.6190651000004,BNST,Ambiguous
C_639,255.4395419999996,1653.8061893,ACA,Ambiguous
C_640,260.8251849999997,1636.1538084,ACA,OD Mature 2
C_641,276.6497969999996,1732.7923243,BNST,Astrocyte
C_642,280.6388469999997,1801.8638606,BNST,Excitatory
C_643,283.7648199999999,1748.2376621,BNST,Astrocyte
C_644,283.9978099999994,1779.806974,BNST,Ambiguous
C_645,285.7573769999999,1710.611757,BNST,OD Mature 2
C_646,286.4678829999998,1651.664844,ACA,OD Mature 2
C_647,289.1507649999998,1757.086364,BNST,Endothelial 3
C_648,294.60192799999965,1779.8701597,BNST,Ambiguous
C_649,298.7729679999997,1685.9716127999998,ACA,Microglia
C_650,300.1899489999996,1734.4417985,BNST,OD Mature 2
C_651,310.0586859999998,1798.4760898999998,BNST,Excitatory
C_652,309.5695999999998,1625.1427278,ACA,OD Mature 1
C_653,311.270125,1656.6005584000002,ACA,Astrocyte
C_654,314.4826779999994,1670.4911662,ACA,OD Mature 2
C_655,316.75784499999963,1706.648486,ACA,OD Mature 2
C_656,319.4565739999998,1780.9459901,BNST,Excitatory
C_657,322.6996669999994,1749.7822093999996,BNST,Astrocyte
C_658,323.28798199999983,1739.2556967,BNST,Inhibitory
C_659,327.0331229999997,1679.3969972,ACA,OD Mature 2
C_660,330.1989099999996,1657.7668886,ACA,OD Mature 2
C_661,334.5836719999997,1642.7886967,ACA,OD Mature 2
C_662,334.5818569999997,1774.3598528,BNST,Inhibitory
C_663,344.9666119999997,1770.2505827,BNST,Inhibitory
C_664,347.45055499999984,1644.3453247000002,ACA,OD Mature 2
C_665,345.3537980000001,1738.2752664999996,BNST,Astrocyte
C_666,346.7972869999994,1746.1656038,BNST,Microglia
C_667,350.1523579999998,1624.627345,ACA,OD Mature 2
C_668,351.53321799999964,1673.6234408,ACA,OD Mature 2
C_669,355.09090299999986,1807.1610135,BNST,Excitatory
C_670,357.9549459999994,1761.5741702,BNST,Inhibitory
C_671,368.73466400000007,1756.0162790999998,BNST,Inhibitory
C_672,381.0532609999996,1787.513738,BNST,Astrocyte
C_673,382.6256219999996,1798.9765438000002,1_unsure,Endothelial 1
C_674,383.9613189999996,1767.9342972,BNST,Endothelial 1
C_675,386.7464259999997,1753.736569,1_unsure,Inhibitory
C_676,388.9786539999996,1720.8857174000002,ACA,OD Mature 1
C_677,393.9786479999999,1805.3170803,1_unsure,Ambiguous
C_678,393.6801379999997,1798.7738608,1_unsure,OD Mature 2
C_679,396.6299969999996,1627.1539125,ACA,OD Mature 2
C_680,396.61440799999946,1683.4017321,ACA,OD Mature 2
C_681,396.1989759999997,1638.6354215,ACA,Ambiguous
C_682,400.84929199999937,1807.8653491,1_unsure,Excitatory
C_683,396.5248789999996,1699.1155247000004,ACA,OD Mature 2
C_684,403.3759799999999,1651.2117763,ACA,OD Mature 2
C_685,402.0335129999999,1779.4779932999998,1_unsure,Endothelial 1
C_686,408.7747259999997,1802.6179917,1_unsure,OD Mature 3
C_687,409.197514,1685.7911165999997,ACA,OD Mature 2
C_688,412.887538,1794.8733585999996,1_unsure,Astrocyte
C_689,284.33231799999976,1741.2074357,BNST,Endothelial 3
C_690,300.51171799999975,1715.4848023999998,BNST,Astrocyte
C_691,303.69615799999974,1700.4537884,ACA,OD Immature 1
C_692,404.2893919999997,1724.7901607,ACA,OD Mature 2
C_693,407.9875359999997,1745.6733901,1_unsure,OD Mature 1
C_694,403.7006409999999,1704.9133482,ACA,OD Mature 2
C_695,412.5260079999998,1703.1478594,ACA,OD Mature 2
C_696,295.2296269999997,1656.6907392,ACA,OD Mature 2
C_697,400.2160959999997,1756.2508007,1_unsure,Inhibitory
C_698,406.6687499999999,1755.9578894,1_unsure,Astrocyte
C_699,391.70998599999984,1678.5444567999998,ACA,Ambiguous
C_700,225.6382529999996,1517.1011560999998,ACA,OD Mature 1
C_701,229.4569269999997,1464.1519376,ACA,Astrocyte
C_702,230.690498,1607.0667479,ACA,OD Mature 2
C_703,236.8485309999996,1545.017242,ACA,OD Mature 1
C_704,255.1290259999996,1469.9991546,ACA,OD Mature 2
C_705,259.41739499999994,1480.6435554000002,ACA,OD Mature 2
C_706,255.94170499999973,1460.4099655,ACA,OD Mature 2
C_707,261.8938599999997,1600.9477875,ACA,OD Mature 2
C_708,263.8903629999995,1577.8154341999998,ACA,OD Mature 2
C_709,268.9900309999998,1584.9370798999996,ACA,Microglia
C_710,272.7418819999998,1541.5932051999996,ACA,OD Mature 2
C_711,270.9064879999996,1463.0479156,ACA,Ambiguous
C_712,287.89499899999964,1569.8243204000005,ACA,OD Mature 2
C_713,290.0615659999998,1449.4741512,ACA,Microglia
C_714,294.3825050000001,1552.6309445999998,ACA,OD Mature 1
C_715,299.312461,1574.3896111999998,ACA,OD Mature 2
C_716,300.43146399999983,1601.9721309,ACA,OD Mature 2
C_717,310.06651299999976,1587.4750448,ACA,OD Mature 2
C_718,315.08060899999964,1431.0610662,ACA,Ambiguous
C_719,326.3914089999998,1472.5894342,ACA,OD Mature 2
C_720,328.0550129999997,1485.462517,ACA,Ambiguous
C_721,330.0080689999995,1567.4224127,ACA,OD Mature 2
C_722,328.8985429999998,1603.5588319,ACA,Ambiguous
C_723,338.63822699999986,1606.7570348,ACA,OD Mature 2
C_724,339.6224889999998,1536.741444,ACA,OD Mature 1
C_725,340.0292169999998,1452.5053965999998,ACA,Ambiguous
C_726,341.80463899999995,1565.8103908,ACA,OD Mature 2
C_727,348.57578199999983,1500.5226226,ACA,OD Mature 2
C_728,360.19388299999946,1510.9393741,ACA,OD Mature 2
C_729,364.9264949999997,1594.4624939,ACA,OD Mature 2
C_730,373.1195369999997,1605.1799475,ACA,OD Mature 2
C_731,374.65538999999984,1483.8601768,ACA,OD Mature 1
C_732,375.10208699999976,1548.142465,ACA,OD Mature 2
C_733,381.7719379999999,1532.8530978,ACA,Ambiguous
C_734,391.0006049999997,1520.7002474,ACA,OD Mature 2
C_735,395.76242099999945,1607.2684134,ACA,Endothelial 1
C_736,397.71491699999984,1544.9860485,ACA,OD Mature 4
C_737,398.8166439999995,1477.9662144,ACA,OD Mature 2
C_738,401.761857,1504.8053521,ACA,OD Immature 1
C_739,402.13057799999984,1434.3096036,ACA,Endothelial 1
C_740,236.74541199999973,1578.3520957,ACA,OD Mature 1
C_741,289.445925,1461.3616574,ACA,OD Mature 2
C_742,304.2481089999997,1526.3836987,ACA,OD Mature 2
C_743,313.0415909999997,1528.3149667000002,ACA,OD Mature 2
C_744,402.5285169999997,1601.7894705,ACA,Ambiguous
C_745,412.8891019999997,1604.5546707,ACA,OD Mature 2
C_746,236.20003099999985,1467.2076872000002,ACA,Excitatory
C_747,252.781098,1521.8931722000002,ACA,OD Mature 2
C_748,270.58511999999973,1487.2408279,ACA,Endothelial 3
C_749,342.8736399999998,1513.5607802000002,ACA,OD Mature 1
C_750,413.7327329999998,1475.5138029000002,ACA,OD Mature 1
C_751,350.8341209999994,1448.4895988,ACA,Microglia
C_752,245.3703119999996,1567.9192515999998,ACA,OD Mature 1
C_753,250.71036999999973,1469.1806636,ACA,Ambiguous
C_754,237.79414499999984,1240.9118365999998,BNST,Inhibitory
C_755,252.8707059999997,1376.9995794,ACA,OD Immature 1
C_756,257.42202000000003,1253.7630638,BNST,Inhibitory
C_757,256.2023609999997,1340.078087,BNST,Astrocyte
C_758,266.8827949999996,1304.5809315,BNST,Inhibitory
C_759,266.356777,1345.9539562,1_unsure,OD Mature 2
C_760,266.4779209999997,1280.6255025,BNST,Inhibitory
C_761,265.2887489999998,1374.3784494,ACA,OD Mature 2
C_762,281.7229469999997,1320.3113674,BNST,Excitatory
C_763,283.8073619999996,1252.7911066,BNST,Inhibitory
C_764,292.8285989999995,1320.2393939,BNST,OD Immature 1
C_765,293.1893809999997,1284.6286244,BNST,Inhibitory
C_766,294.8637969999995,1255.5824240999998,BNST,Inhibitory
C_767,297.6574859999996,1244.7255615,BNST,Inhibitory
C_768,299.3358059999996,1281.4953382,BNST,Endothelial 1
C_769,308.6994649999997,1304.629234,BNST,Ambiguous
C_770,308.3259549999998,1326.755261,BNST,Inhibitory
C_771,314.1174809999997,1260.5648477,BNST,Astrocyte
C_772,320.2675669999994,1306.8528166,BNST,Inhibitory
C_773,321.49344699999983,1412.0748014,ACA,OD Immature 1
C_774,320.2956169999997,1231.3381781,BNST,Endothelial 1
C_775,321.2452379999995,1278.1198515,BNST,Excitatory
C_776,329.9524709999996,1345.7312596,BNST,Endothelial 1
C_777,329.620234,1317.9017254,BNST,Inhibitory
C_778,331.01544199999944,1382.7974582999998,ACA,Microglia
C_779,334.6445730000001,1234.603447,BNST,Inhibitory
C_780,339.3628239999998,1257.4489803,BNST,Inhibitory
C_781,340.3920219999996,1273.9086166,BNST,Inhibitory
C_782,342.6510809999995,1321.4383285999995,BNST,Inhibitory
C_783,343.0364969999996,1331.6696582,BNST,OD Mature 2
C_784,344.8356730000001,1366.5589794000002,ACA,OD Mature 2
C_785,348.14714499999985,1349.5210582,BNST,OD Mature 2
C_786,354.3900879999996,1365.4253572,ACA,OD Immature 1
C_787,358.6367,1240.8732991,BNST,Inhibitory
C_788,359.03113200000007,1334.0808573,BNST,Inhibitory
C_789,361.6333559999998,1251.5298619,BNST,Inhibitory
C_790,367.88076199999983,1386.1795182,ACA,OD Mature 1
C_791,370.14013399999976,1318.5490558,BNST,Ambiguous
C_792,373.9426089999997,1346.1928245,BNST,Endothelial 3
C_793,377.2538649999997,1228.6256792,1_unsure,Endothelial 1
C_794,380.8551679999996,1385.4237014,ACA,OD Mature 4
C_795,385.4170019999997,1404.7406022,ACA,OD Mature 2
C_796,390.95105199999983,1370.6838549,ACA,OD Mature 2
C_797,392.8005009999997,1270.7639064000002,BNST,OD Immature 1
C_798,393.750164,1287.6636167,BNST,Inhibitory
C_799,399.3344439999996,1352.7107033,BNST,OD Mature 2
C_800,400.904266,1268.6613201,BNST,Inhibitory
C_801,401.37424299999975,1299.9362082,BNST,Inhibitory
C_802,406.01386499999984,1315.3302250999998,BNST,Microglia
C_803,406.9242949999999,1237.8271125,1_unsure,Excitatory
C_804,406.2101349999999,1334.370137,BNST,Inhibitory
C_805,231.2353679999996,1234.8054967,BNST,Inhibitory
C_806,238.4568149999996,1302.8973283,BNST,Inhibitory
C_807,241.7314469999997,1258.4931537,BNST,Astrocyte
C_808,282.82372499999974,1304.7531912999998,BNST,Inhibitory
C_809,319.3139669999996,1240.9372615999998,BNST,Astrocyte
C_810,331.7506829999997,1245.0421402999998,BNST,Endothelial 1
C_811,363.8122839999997,1298.0209357,BNST,Ambiguous
C_812,382.1203849999997,1269.1893149,BNST,Astrocyte
C_813,397.00887599999936,1243.2612364,1_unsure,Ambiguous
C_814,313.0524619999996,1301.8469189000002,BNST,OD Mature 2
C_815,341.6182969999996,1388.892179,ACA,OD Mature 1
C_816,340.58920899999976,1286.0997638,BNST,Inhibitory
C_817,357.9355459999997,1276.7817670999998,BNST,Endothelial 1
C_818,379.6277329999999,1245.6387239,BNST,Astrocyte
C_819,382.03251099999983,1318.9992872,BNST,Inhibitory
C_820,269.9825559999995,1239.0270125,BNST,Astrocyte
C_821,233.828857,1134.12490057,PS,Inhibitory
C_822,234.4074469999996,1166.2118168,1_unsure,Inhibitory
C_823,238.86474499999983,1111.29818448,PS,Inhibitory
C_824,240.5100209999996,1032.83595362,PS,OD Mature 3
C_825,245.636959,1189.3568351,BNST,Astrocyte
C_826,246.453364,1086.05811872,PS,Inhibitory
C_827,250.6739559999996,1120.51089605,PS,Inhibitory
C_828,258.84559399999944,1051.988109688,PS,Endothelial 1
C_829,262.95744699999983,1043.89311541,PS,Inhibitory
C_830,260.5224099999996,1126.8226992999998,PS,Inhibitory
C_831,267.0669219999995,1139.48379661,PS,Inhibitory
C_832,265.2505359999996,1149.49055627,1_unsure,Inhibitory
C_833,266.77491699999973,1060.109849768,PS,Inhibitory
C_834,268.39573599999994,1081.99959368,PS,Ambiguous
C_835,274.1822099999995,1109.60391643,PS,Astrocyte
C_836,279.8993909999999,1177.8186718,1_unsure,Inhibitory
C_837,279.8511419999995,1063.111843608,PS,Astrocyte
C_838,291.6779509999997,1100.29379992,PS,Inhibitory
C_839,294.74452399999967,1120.34392508,PS,Excitatory
C_840,291.3030219999996,1073.04148967,PS,Inhibitory
C_841,293.1577629999997,1135.8520787999998,PS,Inhibitory
C_842,297.6566229999998,1087.69374063,PS,Inhibitory
C_843,302.7000809999995,1198.2551422,BNST,Inhibitory
C_844,308.07573499999944,1180.2007406,BNST,Inhibitory
C_845,307.8487959999997,1148.86812862,1_unsure,Excitatory
C_846,310.84123,1164.6260804,1_unsure,Excitatory
C_847,315.8542319999997,1194.1345158,BNST,Microglia
C_848,315.7891789999999,1104.6201849,PS,OD Mature 2
C_849,320.21920099999943,1164.2910744,1_unsure,Inhibitory
C_850,320.7567789999998,1178.0200728,1_unsure,OD Mature 1
C_851,333.5106639999999,1113.71824494,PS,OD Mature 2
C_852,339.2303399999996,1141.88721707,1_unsure,Excitatory
C_853,343.92782499999976,1189.8618223,1_unsure,Astrocyte
C_854,339.2851129999999,1134.09848693,1_unsure,Astrocyte
C_855,340.4647279999995,1050.19328946,PS,OD Mature 2
C_856,352.01531899999964,1081.9243811,PS,Inhibitory
C_857,354.43978099999964,1103.4320392999998,PS,Inhibitory
C_858,357.57932599999964,1047.97121166,PS,Inhibitory
C_859,364.7844039999995,1198.9134139,1_unsure,Endothelial 1
C_860,370.4743099999996,1187.265781,1_unsure,Endothelial 2
C_861,371.32823099999945,1181.6425545999998,1_unsure,Endothelial 1
C_862,372.53712199999967,1052.416478317,1_unsure,Endothelial 3
C_863,372.4993699999995,1156.36744667,1_unsure,Endothelial 1
C_864,369.7729059999997,1061.396892186,PS,Endothelial 1
C_865,377.6514459999994,1143.43432398,1_unsure,Endothelial 1
C_866,380.61581099999967,1155.42678611,1_unsure,Endothelial 1
C_867,381.5721689999996,1164.5888214,1_unsure,Endothelial 2
C_868,383.5418259999997,1112.33236481,1_unsure,Inhibitory
C_869,392.3464629999999,1192.997619,1_unsure,Astrocyte
C_870,398.7703469999997,1084.64813468,1_unsure,Ambiguous
C_871,403.729934,1055.25993221,1_unsure,Inhibitory
C_872,405.9167649999995,1142.86788587,1_unsure,Microglia
C_873,407.7211379999998,1209.4857416,1_unsure,OD Immature 1
C_874,410.659807,1165.9696052000002,1_unsure,Ambiguous
C_875,252.8066909999997,1186.6485854,BNST,Inhibitory
C_876,275.8783229999999,1202.3365379000002,BNST,Excitatory
C_877,318.3119209999996,1031.42438396,PS,Inhibitory
C_878,337.6462169999995,1079.8569189000002,PS,Ambiguous
C_879,342.0447809999996,1163.0816784,1_unsure,Excitatory
C_880,376.4839039999997,1129.92108727,1_unsure,Endothelial 1
C_881,384.4136059999996,1132.04566151,1_unsure,Endothelial 1
C_882,384.91111199999983,1084.20500544,1_unsure,Inhibitory
C_883,393.2234679999997,1075.08360629,1_unsure,Endothelial 1
C_884,414.2187639999997,1100.60144021,1_unsure,Ambiguous
C_885,268.9261379999998,1181.8540253,BNST,Inhibitory
C_886,282.6775259999995,1191.5488155,BNST,Inhibitory
C_887,300.15054800000013,1073.88964295,PS,Excitatory
C_888,321.9649049999998,1068.9742793389998,PS,Inhibitory
C_889,323.5973909999998,1199.7574597,BNST,Excitatory
C_890,357.2508109999998,1145.9703839,1_unsure,Inhibitory
C_891,377.2043989999997,1029.23645428,1_unsure,Inhibitory
C_892,377.84725299999945,1078.92180847,1_unsure,Inhibitory
C_893,385.2026039999996,1188.7613241,1_unsure,Ambiguous
C_894,408.70155500000016,1074.06588007,1_unsure,Endothelial 3
C_895,253.388098,1041.96254574,PS,Ambiguous
C_896,255.7942939999998,1036.1300717,PS,Endothelial 1
C_897,336.0497419999997,1038.46185915,PS,Ambiguous
C_898,282.698891,1159.52566736,1_unsure,Astrocyte
C_899,410.8689409999997,1180.2108959,1_unsure,Endothelial 3
C_900,301.9510089999999,1113.90026259,PS,Astrocyte
C_901,226.9816009999995,894.7116292000002,1_unsure,OD Mature 2
C_902,241.4131089999996,852.9280640000001,1_unsure,Excitatory
